A.1	2414898	1	0.4115	Run_Ensemble_0
A.1	519297	2	0.385	Run_Ensemble_0
A.1	2759771	3	0.3815	Run_Ensemble_0
A.1	242955	4	0.365	Run_Ensemble_0
A.1	2010625	5	0.3555	Run_Ensemble_0
A.1	1773724	6	0.321	Run_Ensemble_0
A.1	2760112	7	0.0635	Run_Ensemble_0
A.1	771995	8	0.0	Run_Ensemble_0
A.1	426452	9	0.0	Run_Ensemble_0
A.1	2399382	10	0.0	Run_Ensemble_0
A.1	2124430	11	0.0	Run_Ensemble_0
A.1	2414931	12	0.0	Run_Ensemble_0
A.1	2360824	13	0.0	Run_Ensemble_0
A.1	1459213	14	0.0	Run_Ensemble_0
A.1	1953716	15	0.0	Run_Ensemble_0
A.1	2761594	16	0.0	Run_Ensemble_0
A.1	2916467	17	0.0	Run_Ensemble_0
A.1	2759769	18	0.0	Run_Ensemble_0
A.1	1566303	19	0.0	Run_Ensemble_0
A.1	2916472	20	0.0	Run_Ensemble_0
A.1	2070209	21	0.0	Run_Ensemble_0
A.1	1360567	22	0.0	Run_Ensemble_0
A.1	2933294	23	0.0	Run_Ensemble_0
A.1	1735218	24	0.0	Run_Ensemble_0
A.1	1170258	25	0.0	Run_Ensemble_0
A.1	2448334	26	0.0	Run_Ensemble_0
A.1	1414301	27	0.0	Run_Ensemble_0
A.1	1719527	28	0.0	Run_Ensemble_0
A.1	991888	29	0.0	Run_Ensemble_0
A.1	1876342	30	0.0	Run_Ensemble_0
A.1	2448340	31	0.0	Run_Ensemble_0
A.1	425588	32	0.0	Run_Ensemble_0
A.1	2646109	33	0.0	Run_Ensemble_0
A.1	2748357	34	0.0	Run_Ensemble_0
A.1	2414923	35	0.0	Run_Ensemble_0
A.1	907663	36	0.0	Run_Ensemble_0
A.1	2725893	37	0.0	Run_Ensemble_0
A.1	2491310	38	0.0	Run_Ensemble_0
A.1	1511825	39	0.0	Run_Ensemble_0
A.1	1223904	40	0.0	Run_Ensemble_0
A.1	1209788	41	0.0	Run_Ensemble_0
A.1	762290	42	0.0	Run_Ensemble_0
A.1	2257070	43	0.0	Run_Ensemble_0
A.1	1566121	44	0.0	Run_Ensemble_0
A.1	107839	45	0.0	Run_Ensemble_0
A.1	1553017	46	0.0	Run_Ensemble_0
A.1	490418	47	0.0	Run_Ensemble_0
A.1	2982313	48	0.0	Run_Ensemble_0
A.1	323835	49	0.0	Run_Ensemble_0
A.1	2241643	50	0.0	Run_Ensemble_0
A.1	3034749	51	0.0	Run_Ensemble_0
A.1	1962735	52	0.0	Run_Ensemble_0
A.1	1373960	53	0.0	Run_Ensemble_0
A.1	2961892	54	0.0	Run_Ensemble_0
A.1	555603	55	0.0	Run_Ensemble_0
A.1	2758522	56	0.0	Run_Ensemble_0
A.1	2481225	57	0.0	Run_Ensemble_0
A.1	1982661	58	0.0	Run_Ensemble_0
A.1	2766006	59	0.0	Run_Ensemble_0
A.1	2519067	60	0.0	Run_Ensemble_0
A.1	1979178	61	0.0	Run_Ensemble_0
A.1	519298	62	0.0	Run_Ensemble_0
A.1	2070187	63	0.0	Run_Ensemble_0
A.1	144292	64	0.0	Run_Ensemble_0
A.1	1414307	65	0.0	Run_Ensemble_0
A.1	1854013	66	0.0	Run_Ensemble_0
A.1	928831	67	0.0	Run_Ensemble_0
A.1	965143	68	0.0	Run_Ensemble_0
A.1	1653981	69	0.0	Run_Ensemble_0
A.1	2590810	70	0.0	Run_Ensemble_0
A.1	1965773	71	0.0	Run_Ensemble_0
A.1	2113292	72	0.0	Run_Ensemble_0
A.1	783794	73	0.0	Run_Ensemble_0
A.1	845957	74	0.0	Run_Ensemble_0
A.1	1240288	75	0.0	Run_Ensemble_0
A.1	621579	76	0.0	Run_Ensemble_0
A.1	1806995	77	0.0	Run_Ensemble_0
A.1	1363370	78	0.0	Run_Ensemble_0
A.1	336255	79	0.0	Run_Ensemble_0
A.1	965004	80	0.0	Run_Ensemble_0
A.1	1240364	81	0.0	Run_Ensemble_0
A.1	2703851	82	0.0	Run_Ensemble_0
A.1	845977	83	0.0	Run_Ensemble_0
A.1	2360456	84	0.0	Run_Ensemble_0
A.1	2588349	85	0.0	Run_Ensemble_0
A.1	887336	86	0.0	Run_Ensemble_0
A.1	928832	87	0.0	Run_Ensemble_0
A.1	1240294	88	0.0	Run_Ensemble_0
A.1	584381	89	0.0	Run_Ensemble_0
A.1	1707457	90	0.0	Run_Ensemble_0
A.1	1507201	91	0.0	Run_Ensemble_0
A.1	2485597	92	0.0	Run_Ensemble_0
A.1	2305979	93	0.0	Run_Ensemble_0
A.1	2031477	94	0.0	Run_Ensemble_0
A.1	2909691	95	0.0	Run_Ensemble_0
A.1	1240282	96	0.0	Run_Ensemble_0
A.1	2842498	97	0.0	Run_Ensemble_0
A.1	1948449	98	0.0	Run_Ensemble_0
A.1	1457758	99	0.0	Run_Ensemble_0
A.1	208362	100	0.0	Run_Ensemble_0
A.1	1223875	101	0.0	Run_Ensemble_0
A.1	877827	102	0.0	Run_Ensemble_0
A.1	1837879	103	0.0	Run_Ensemble_0
A.1	1812830	104	0.0	Run_Ensemble_0
A.1	2483333	105	0.0	Run_Ensemble_0
A.1	621523	106	0.0	Run_Ensemble_0
A.1	964684	107	0.0	Run_Ensemble_0
A.1	928840	108	0.0	Run_Ensemble_0
A.1	2776950	109	0.0	Run_Ensemble_0
A.1	1223735	110	0.0	Run_Ensemble_0
A.1	2312653	111	0.0	Run_Ensemble_0
A.1	1944041	112	0.0	Run_Ensemble_0
A.1	1496458	113	0.0	Run_Ensemble_0
A.1	621517	114	0.0	Run_Ensemble_0
A.1	419275	115	0.0	Run_Ensemble_0
A.1	2755876	116	0.0	Run_Ensemble_0
A.1	2478303	117	0.0	Run_Ensemble_0
A.1	930532	118	0.0	Run_Ensemble_0
A.1	1423452	119	0.0	Run_Ensemble_0
A.1	850529	120	0.0	Run_Ensemble_0
A.1	1707501	121	0.0	Run_Ensemble_0
A.1	3010813	122	0.0	Run_Ensemble_0
A.1	2268971	123	0.0	Run_Ensemble_0
A.1	940583	124	0.0	Run_Ensemble_0
A.1	1809885	125	0.0	Run_Ensemble_0
A.1	417937	126	0.0	Run_Ensemble_0
A.1	547214	127	0.0	Run_Ensemble_0
A.1	1604725	128	0.0	Run_Ensemble_0
A.1	43699	129	0.0	Run_Ensemble_0
A.1	1217892	130	0.0	Run_Ensemble_0
A.1	1808954	131	0.0	Run_Ensemble_0
A.1	562359	132	0.0	Run_Ensemble_0
A.1	521848	133	0.0	Run_Ensemble_0
A.1	964994	134	0.0	Run_Ensemble_0
A.1	2982256	135	0.0	Run_Ensemble_0
A.1	264506	136	0.0	Run_Ensemble_0
A.1	3044279	137	0.0	Run_Ensemble_0
A.1	286782	138	0.0	Run_Ensemble_0
A.1	1063771	139	0.0	Run_Ensemble_0
A.1	2139468	140	0.0	Run_Ensemble_0
A.1	2214633	141	0.0	Run_Ensemble_0
A.1	2920761	142	0.0	Run_Ensemble_0
A.1	1581678	143	0.0	Run_Ensemble_0
A.1	1693524	144	0.0	Run_Ensemble_0
A.1	2729943	145	0.0	Run_Ensemble_0
A.1	2323836	146	0.0	Run_Ensemble_0
