B.1	10159237	1075828	1	0.075	Run_Ensemble_0
B.1	15221356	1646288	2	0.056	Run_Ensemble_0
B.1	23086971	2495733	3	0.039	Run_Ensemble_0
B.1	2742433	246216	4	0.0	Run_Ensemble_0
B.1	19624661	2122884	5	0.0	Run_Ensemble_0
B.1	15772827	1707381	6	0.0	Run_Ensemble_0
B.1	6359587	626186	7	0.0	Run_Ensemble_0
B.1	20699547	2241304	8	0.0	Run_Ensemble_0
B.1	15772824	1707381	9	0.0	Run_Ensemble_0
B.1	6319657	621512	10	0.0	Run_Ensemble_0
B.1	21537379	2329587	11	0.0	Run_Ensemble_0
B.1	1770673	152174	12	0.0	Run_Ensemble_0
B.1	9387915	982091	13	0.0	Run_Ensemble_0
B.1	6319653	621512	14	0.0	Run_Ensemble_0
B.1	23857867	2580444	15	0.0	Run_Ensemble_0
B.1	20460526	2214308	16	0.0	Run_Ensemble_0
B.1	20238168	2190232	17	0.0	Run_Ensemble_0
B.1	17384900	1876324	18	0.0	Run_Ensemble_0
B.1	9869433	1040252	19	0.0	Run_Ensemble_0
B.1	4485612	425573	20	0.0	Run_Ensemble_0
B.1	28170670	3042624	21	0.0	Run_Ensemble_0
B.1	24784735	2682996	22	0.0	Run_Ensemble_0
B.1	20848866	2257070	23	0.0	Run_Ensemble_0
B.1	15306658	1655977	24	0.0	Run_Ensemble_0
B.1	20848830	2257055	25	0.0	Run_Ensemble_0
B.1	10980852	1182028	26	0.0	Run_Ensemble_0
B.1	10623235	1127377	27	0.0	Run_Ensemble_0
B.1	25557961	2769781	28	0.0	Run_Ensemble_0
B.1	20848827	2257055	29	0.0	Run_Ensemble_0
B.1	12577767	1353373	30	0.0	Run_Ensemble_0
B.1	20702117	2241599	31	0.0	Run_Ensemble_0
B.1	13547	1710	32	0.0	Run_Ensemble_0
B.1	12918683	1391772	33	0.0	Run_Ensemble_0
B.1	3835539	361480	34	0.0	Run_Ensemble_0
B.1	25687758	2783982	35	0.0	Run_Ensemble_0
B.1	19639093	2126320	36	0.0	Run_Ensemble_0
B.1	9940736	1048273	37	0.0	Run_Ensemble_0
B.1	9269979	967270	38	0.0	Run_Ensemble_0
B.1	25687755	2783982	39	0.0	Run_Ensemble_0
B.1	22366418	2415192	40	0.0	Run_Ensemble_0
B.1	16229152	1758983	41	0.0	Run_Ensemble_0
B.1	10785851	1146050	42	0.0	Run_Ensemble_0
B.1	9465225	991527	43	0.0	Run_Ensemble_0
B.1	17089597	1846757	44	0.0	Run_Ensemble_0
B.1	11758013	1260481	45	0.0	Run_Ensemble_0
B.1	6636280	657622	46	0.0	Run_Ensemble_0
B.1	6319663	621512	47	0.0	Run_Ensemble_0
B.1	28010438	3024413	48	0.0	Run_Ensemble_0
B.1	23633989	2556333	49	0.0	Run_Ensemble_0
B.1	17943044	1935743	50	0.0	Run_Ensemble_0
B.1	15772830	1707381	51	0.0	Run_Ensemble_0
B.1	16033753	1737811	52	0.0	Run_Ensemble_0
B.1	13865240	1499288	53	0.0	Run_Ensemble_0
B.1	13429157	1448357	54	0.0	Run_Ensemble_0
B.1	26590678	2875620	55	0.0	Run_Ensemble_0
B.1	25502836	2769595	56	0.0	Run_Ensemble_0
B.1	20266874	2193173	57	0.0	Run_Ensemble_0
B.1	6207452	609127	58	0.0	Run_Ensemble_0
B.1	17907683	1931816	59	0.0	Run_Ensemble_0
B.1	17396272	1877455	60	0.0	Run_Ensemble_0
B.1	2012705	173120	61	0.0	Run_Ensemble_0
B.1	18754976	2026361	62	0.0	Run_Ensemble_0
B.1	18061295	1948350	63	0.0	Run_Ensemble_0
B.1	8279070	850529	64	0.0	Run_Ensemble_0
B.1	24393855	2639156	65	0.0	Run_Ensemble_0
B.1	24242120	2621829	66	0.0	Run_Ensemble_0
B.1	26464439	2863199	67	0.0	Run_Ensemble_0
B.1	18970925	2051202	68	0.0	Run_Ensemble_0
B.1	16220139	1756403	69	0.0	Run_Ensemble_0
B.1	4523015	429255	70	0.0	Run_Ensemble_0
B.1	27368143	2956787	71	0.0	Run_Ensemble_0
B.1	13386804	1443690	72	0.0	Run_Ensemble_0
B.1	16139272	1747604	73	0.0	Run_Ensemble_0
B.1	15407836	1667044	74	0.0	Run_Ensemble_0
B.1	13463860	1452378	75	0.0	Run_Ensemble_0
B.1	6398368	630221	76	0.0	Run_Ensemble_0
B.1	5441560	528317	77	0.0	Run_Ensemble_0
B.1	2826701	254596	78	0.0	Run_Ensemble_0
B.1	6371512	626987	79	0.0	Run_Ensemble_0
B.1	4858329	462241	80	0.0	Run_Ensemble_0
B.1	15210659	1644792	81	0.0	Run_Ensemble_0
B.1	8000666	817702	82	0.0	Run_Ensemble_0
B.1	28044035	3027956	83	0.0	Run_Ensemble_0
B.1	15974704	1729365	84	0.0	Run_Ensemble_0
B.1	8000609	816344	85	0.0	Run_Ensemble_0
B.1	20323937	2199388	86	0.0	Run_Ensemble_0
B.1	11537087	1235215	87	0.0	Run_Ensemble_0
B.1	7954164	811285	88	0.0	Run_Ensemble_0
B.1	574329	53722	89	0.0	Run_Ensemble_0
B.1	21357397	2311090	90	0.0	Run_Ensemble_0
B.1	7954160	811285	91	0.0	Run_Ensemble_0
B.1	14869940	1608486	92	0.0	Run_Ensemble_0
B.1	10534669	1117530	93	0.0	Run_Ensemble_0
B.1	21792622	2356414	94	0.0	Run_Ensemble_0
B.1	19066463	2061991	95	0.0	Run_Ensemble_0
B.1	18951723	2048845	96	0.0	Run_Ensemble_0
B.1	7590868	768269	97	0.0	Run_Ensemble_0
B.1	27485493	2968520	98	0.0	Run_Ensemble_0
B.1	2498237	220994	99	0.0	Run_Ensemble_0
B.1	26965987	2913818	100	0.0	Run_Ensemble_0
B.1	13350396	1439476	101	0.0	Run_Ensemble_0
B.1	11131759	1187385	102	0.0	Run_Ensemble_0
B.1	8000620	816344	103	0.0	Run_Ensemble_0
B.1	6539063	647356	104	0.0	Run_Ensemble_0
B.1	13263964	1429395	105	0.0	Run_Ensemble_0
B.1	9453902	990315	106	0.0	Run_Ensemble_0
B.1	8000613	816344	107	0.0	Run_Ensemble_0
B.1	19499221	2108811	108	0.0	Run_Ensemble_0
B.1	2454505	216639	109	0.0	Run_Ensemble_0
B.1	2421186	214738	110	0.0	Run_Ensemble_0
B.1	10735063	1140482	111	0.0	Run_Ensemble_0
B.1	600781	55970	112	0.0	Run_Ensemble_0
B.1	2222117	191515	113	0.0	Run_Ensemble_0
B.1	19286158	2085401	114	0.0	Run_Ensemble_0
B.1	5587329	537627	115	0.0	Run_Ensemble_0
B.1	23183441	2506375	116	0.0	Run_Ensemble_0
B.1	10625762	1127648	117	0.0	Run_Ensemble_0
B.1	8145006	834455	118	0.0	Run_Ensemble_0
B.1	3083864	281329	119	0.0	Run_Ensemble_0
B.1	18061371	1948416	120	0.0	Run_Ensemble_0
B.1	7630809	773436	121	0.0	Run_Ensemble_0
B.1	668811	60983	122	0.0	Run_Ensemble_0
B.1	20342048	2201494	123	0.0	Run_Ensemble_0
B.1	26924054	2909369	124	0.0	Run_Ensemble_0
B.1	1606156	138489	125	0.0	Run_Ensemble_0
B.1	12230514	1315189	126	0.0	Run_Ensemble_0
B.1	25562546	2770390	127	0.0	Run_Ensemble_0
B.1	16706863	1806754	128	0.0	Run_Ensemble_0
B.1	12295047	1322282	129	0.0	Run_Ensemble_0
B.1	18346792	1980579	130	0.0	Run_Ensemble_0
B.1	17461230	1885186	131	0.0	Run_Ensemble_0
B.1	16866903	1824043	132	0.0	Run_Ensemble_0
B.1	9060825	941256	133	0.0	Run_Ensemble_0
B.1	4523003	429227	134	0.0	Run_Ensemble_0
B.1	11977016	1286667	135	0.0	Run_Ensemble_0
B.1	9453773	990225	136	0.0	Run_Ensemble_0
B.1	20352405	2202486	137	0.0	Run_Ensemble_0
B.1	19935642	2157176	138	0.0	Run_Ensemble_0
B.1	4138619	390084	139	0.0	Run_Ensemble_0
B.1	18153688	1958643	140	0.0	Run_Ensemble_0
B.1	16855814	1822898	141	0.0	Run_Ensemble_0
B.1	6844665	681100	142	0.0	Run_Ensemble_0
B.1	27333873	2952890	143	0.0	Run_Ensemble_0
B.1	15966605	1728532	144	0.0	Run_Ensemble_0
B.1	7590869	768269	145	0.0	Run_Ensemble_0
B.1	4530016	429953	146	0.0	Run_Ensemble_0
B.1	1786002	153539	147	0.0	Run_Ensemble_0
B.1	7444184	3118726	148	0.0	Run_Ensemble_0
B.1	24674456	2670779	149	0.0	Run_Ensemble_0
B.1	12038326	1293953	150	0.0	Run_Ensemble_0
B.1	22708471	2452819	151	0.0	Run_Ensemble_0
